"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"omega_d2[5]",0.2884852701025,0.286981715,0.0275474041292342,0.02706293562,0.246038942,0.336844471,1.00321672788356,2312.68002944684,2972.62901821233
"omega_d2[6]",0.0541375610285,0.053946682,0.00912654898181835,0.00882268276680001,0.03940148225,0.0695218909,1.00389863069594,1482.97719570084,2191.54357485846
"omega_d2[7]",0.16979781384075,0.168708525,0.0213776084149641,0.021185101203,0.136849575,0.2063646985,1.00287772406234,961.222779525019,1814.29812207454
"omega_d2[8]",0.1255266786035,0.1242202,0.0171918164067648,0.016637255355,0.099063254,0.1555549285,1.00221485668526,1897.74196906599,2842.73841029026
"omega_d2[9]",0.04892060736625,0.04853495,0.010621129458569,0.0102596965233,0.03194257825,0.06710732395,1.00147910482941,1406.03761500759,2127.23006981682
"omega_d2[10]",0.09125852376525,0.0906904635,0.011658155534666,0.0117039868806,0.07285701565,0.1105167155,1.00214123497803,1990.96612106122,2729.46337641302
"omega_d2[11]",0.09027091047225,0.089354387,0.0148975925776761,0.0147744107091,0.0674629354,0.1159363955,1.00371652978801,1426.28859236077,2496.5600404897
"omega_d2[12]",0.076757290837,0.0763243005,0.0108754570337574,0.0108060583449,0.05971803385,0.09573560895,1.00291312554669,2067.95321933833,3317.18018739339
"omega_d2[13]",0.0673067347355,0.067082961,0.0101027536701142,0.0099951287772,0.0511441654,0.08440673005,1.00204289369382,1966.53551688173,2884.3476555446
"omega_d3[1]",0.409309272245,0.40551912,0.0498030303643681,0.050566356204,0.335880414,0.4969380635,1.00713611454198,1262.40582260607,2749.66831753343
"omega_d3[2]",0.320780262245,0.317910765,0.0432167903494715,0.0426040603170001,0.2564862025,0.3971220145,1.00061943581649,1841.48317859135,2732.30098787142
"omega_d3[3]",0.1636166259725,0.16208231,0.0205040346032794,0.019956040629,0.132467343,0.200220692,1.00576452574977,1677.96159130483,2609.16882858319
"omega_d3[4]",0.05088763939325,0.0504908385,0.00685337959011396,0.0066734457615,0.0400947658,0.0627738253,1.00148775255406,2531.32596010523,2945.81118576989
"omega_d3[5]",0.15880504239,0.15757791,0.0167906142057237,0.016126306917,0.133654825,0.188671361,1.00114396867264,2384.29499370919,3099.45704018614
"omega_d3[6]",0.004910900435454,0.0044415864,0.00292000407669672,0.0028978617906,0.00092133825,0.01033135105,1.00281200510002,2526.10470703272,2644.64839255654
"omega_d3[7]",0.1521744367225,0.15129741,0.0152720096934658,0.015023956752,0.128958035,0.178737811,1.00278970836195,1527.54047168723,2353.02431580767
"omega_d3[8]",0.1053083810465,0.104610985,0.0123832958454845,0.012330865743,0.08601561915,0.126467747,1.00032305713444,2526.27849648801,2935.38768543992
"omega_d3[9]",0.0182447779945375,0.0184044115,0.00694923595854828,0.0068403539043,0.00604703889,0.0293257914,1.00900493489572,744.434405896947,1206.34798179982
"omega_d3[10]",0.00839784164393075,0.00789667675,0.00467769146779607,0.00485617008681,0.001661948085,0.01687809705,1.00340956936515,1180.05052675032,2021.994914957
"omega_d3[11]",0.03626312633765,0.0360252805,0.00815583942717498,0.0081156226725,0.02297553875,0.05013943325,1.00548758879695,1068.57181801727,1731.02148403935
"omega_d3[12]",0.00743381216635225,0.00657140305,0.00492188032128378,0.00486031610358,0.00123653279,0.0168318535,1.00415321971114,1068.27654636829,1701.58361660427
"omega_d3[13]",0.0110564607063132,0.0111592355,0.00490655814834873,0.0050602131342,0.00250216705,0.0189406061,1.00495231335898,941.038014365919,1733.79796469868
