index,SessionName,HSM3_Name,phi,n,k,kCorrected,tM,kRef,kTol,Date,FlowRate,Temperature,ColumnID,Column_Manufacturer,Column_Brand,Column_Phase,Column_ParticleSize,Column_PoreSize,Column_Length,Column_InnerDiameter,Column_SerialNumber
4302,14_1_2,cis-chalcone,60,2,0.656481,0.667555172,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4303,14_1_2,cis-chalcone,60,3,0.666241,0.677479813,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4304,14_1_2,cis-chalcone,60,4,0.652553,0.66356091,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4305,14_1_2,cis-chalcone,60,5,0.656044,0.6671108,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4306,14_1_2,cis-chalcone,50,1,1.30134,1.323292292,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4307,14_1_2,cis-chalcone,50,2,1.30535,1.327369936,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4308,14_1_2,cis-chalcone,50,3,1.30854,1.330613748,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4309,14_1_2,cis-chalcone,50,4,1.30723,1.32928165,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4310,14_1_2,cis-chalcone,50,5,1.31072,1.332830523,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4311,14_1_2,cis-chalcone,45,1,1.88329,1.915059201,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4312,14_1_2,cis-chalcone,45,2,1.89411,1.926061723,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4313,14_1_2,cis-chalcone,45,3,1.88371,1.915486286,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4314,14_1_2,cis-chalcone,45,4,1.8793,1.911001893,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4315,14_1_2,cis-chalcone,45,5,1.87775,1.909425746,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4316,14_1_2,cis-chalcone,40,1,2.82103,2.868617927,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4317,14_1_2,cis-chalcone,40,2,2.81555,2.863045485,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4318,14_1_2,cis-chalcone,40,3,2.78752,2.834542648,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4319,14_1_2,cis-chalcone,40,4,2.78624,2.833241055,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4320,14_1_2,cis-chalcone,40,5,2.78729,2.834308768,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4321,14_1_2,cis-chalcone,35,1,4.29618,4.368652218,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4322,14_1_2,cis-chalcone,35,2,4.25352,4.325272587,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4323,14_1_2,cis-chalcone,35,3,4.24911,4.320788195,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4324,14_1_2,cis-chalcone,35,4,4.28335,4.355605789,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4325,14_1_2,cis-chalcone,35,5,4.26981,4.341837383,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4326,14_1_2,cis-chalcone,30,1,6.76166,6.875722376,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4327,14_1_2,cis-chalcone,30,2,6.76292,6.877003631,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4328,14_1_2,cis-chalcone,30,3,6.73313,6.846711104,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4329,14_1_2,cis-chalcone,30,4,6.76595,6.880084744,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4330,14_1_2,cis-chalcone,30,5,6.7351,6.848714336,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4331,14_1_2,cis-chalcone,25,1,10.9189,11.10309082,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4332,14_1_2,cis-chalcone,25,2,10.9027,11.08661754,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4333,14_1_2,cis-chalcone,25,3,10.9211,11.10532793,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4334,14_1_2,cis-chalcone,25,4,10.8995,11.08336356,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4335,14_1_2,cis-chalcone,25,5,10.8528,11.03587578,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4336,14_1_2,cis-chalcone,20,1,18.1501,18.45627386,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4337,14_1_2,cis-chalcone,20,2,18.1671,18.47356063,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4338,14_1_2,cis-chalcone,20,3,18.1414,18.4474271,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4339,14_1_2,cis-chalcone,20,4,18.0716,18.37644964,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4340,14_1_2,cis-chalcone,20,5,18.0939,18.39912582,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4341,14_1_2,ethylbenzene,60,1,0.635996,0.64672461,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4342,14_1_2,ethylbenzene,60,2,0.643475,0.654329773,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4343,14_1_2,ethylbenzene,60,3,0.64519,0.656073704,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4344,14_1_2,ethylbenzene,60,4,0.633968,0.6446624,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4345,14_1_2,ethylbenzene,60,5,0.633978,0.644672569,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4346,14_1_2,ethylbenzene,50,1,1.18857,1.208619976,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4347,14_1_2,ethylbenzene,50,2,1.18594,1.20594561,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4348,14_1_2,ethylbenzene,50,3,1.18411,1.20408474,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4349,14_1_2,ethylbenzene,50,4,1.18831,1.20835559,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4350,14_1_2,ethylbenzene,50,5,1.18511,1.205101609,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4351,14_1_2,ethylbenzene,40,1,2.28906,2.327674131,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4352,14_1_2,ethylbenzene,40,2,2.29668,2.335422672,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4353,14_1_2,ethylbenzene,40,3,2.29982,2.338615641,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4354,14_1_2,ethylbenzene,40,4,2.30109,2.339907065,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4355,14_1_2,ethylbenzene,40,5,2.301,2.339815546,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4356,14_1_2,ethylbenzene,35,1,3.19471,3.248601532,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4357,14_1_2,ethylbenzene,35,2,3.20812,3.262237745,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4358,14_1_2,ethylbenzene,35,3,3.22178,3.276128175,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4359,14_1_2,ethylbenzene,35,4,3.2239,3.278283937,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4360,14_1_2,ethylbenzene,35,5,3.22516,3.279565192,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4361,14_1_2,ethylbenzene,30,1,4.51991,4.596156317,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4362,14_1_2,ethylbenzene,30,2,4.54205,4.618669797,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4363,14_1_2,ethylbenzene,30,3,4.53238,4.608836674,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4364,14_1_2,ethylbenzene,30,4,4.53417,4.610656869,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4365,14_1_2,ethylbenzene,30,5,4.56395,4.640939228,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4366,14_1_2,ethylbenzene,25,1,6.30637,6.412752094,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4367,14_1_2,ethylbenzene,25,2,6.33823,6.44514954,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4368,14_1_2,ethylbenzene,25,3,6.31985,6.426459488,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4369,14_1_2,ethylbenzene,25,4,6.31934,6.425940884,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4370,14_1_2,ethylbenzene,25,5,6.30542,6.411786068,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4371,14_1_2,ethylbenzene,20,1,8.5644,8.70887278,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4372,14_1_2,ethylbenzene,20,2,8.56321,8.707662706,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4373,14_1_2,ethylbenzene,20,3,8.56087,8.705283232,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4374,14_1_2,ethylbenzene,20,4,8.58138,8.726139215,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4375,14_1_2,ethylbenzene,20,5,8.56257,8.707011909,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4376,14_1_2,ethylbenzene,15,1,11.103,11.2902964,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4377,14_1_2,ethylbenzene,15,2,11.0983,11.28551711,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4378,14_1_2,ethylbenzene,15,3,11.1043,11.29161833,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4379,14_1_2,ethylbenzene,15,4,11.119,11.3065663,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4380,14_1_2,ethylbenzene,15,5,11.0743,11.26111226,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4381,14_1_2,ethylbenzene,10,1,13.6305,13.86043277,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4382,14_1_2,ethylbenzene,10,2,13.6184,13.84812866,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4383,14_1_2,ethylbenzene,10,3,13.6249,13.8547383,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4384,14_1_2,ethylbenzene,10,4,13.602,13.831452,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4385,14_1_2,ethylbenzene,10,5,13.6404,13.87049977,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4386,14_1_2,trans-chalcone,60,1,0.689242,0.700868817,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4387,14_1_2,trans-chalcone,60,2,0.688282,0.699892622,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4388,14_1_2,trans-chalcone,60,3,0.692046,0.703720117,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4389,14_1_2,trans-chalcone,60,4,0.694449,0.706163653,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4390,14_1_2,trans-chalcone,60,5,0.69857,0.71035417,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4391,14_1_2,trans-chalcone,50,1,1.40979,1.433571734,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4392,14_1_2,trans-chalcone,50,2,1.40803,1.431782044,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4393,14_1_2,trans-chalcone,50,3,1.40698,1.430714332,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4394,14_1_2,trans-chalcone,50,4,1.40661,1.43033809,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4395,14_1_2,trans-chalcone,50,5,1.40637,1.430094042,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4396,14_1_2,trans-chalcone,45,1,2.0882,2.123425825,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4397,14_1_2,trans-chalcone,45,2,2.08656,2.12175816,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4398,14_1_2,trans-chalcone,45,3,2.08705,2.122256426,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4399,14_1_2,trans-chalcone,45,4,2.08922,2.124463032,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4400,14_1_2,trans-chalcone,45,5,2.09123,2.126506938,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4401,14_1_2,trans-chalcone,40,1,3.19122,3.245052659,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4402,14_1_2,trans-chalcone,40,2,3.19835,3.252302935,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4403,14_1_2,trans-chalcone,40,3,3.2024,3.256421254,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4404,14_1_2,trans-chalcone,40,4,3.21263,3.266823824,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4405,14_1_2,trans-chalcone,40,5,3.21862,3.272914869,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4406,14_1_2,trans-chalcone,35,1,5.07377,5.159359376,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4407,14_1_2,trans-chalcone,35,2,5.07542,5.16103721,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4408,14_1_2,trans-chalcone,35,3,5.08288,5.168623053,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4409,14_1_2,trans-chalcone,35,4,5.086,5.171795684,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4410,14_1_2,trans-chalcone,35,5,5.10244,5.18851301,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4411,14_1_2,trans-chalcone,30,1,8.48916,8.632363557,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4412,14_1_2,trans-chalcone,30,2,8.44299,8.585414716,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4413,14_1_2,trans-chalcone,30,3,8.43754,8.57987278,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4414,14_1_2,trans-chalcone,30,4,8.44792,8.59042788,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4415,14_1_2,trans-chalcone,30,5,8.47741,8.620415346,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4416,14_1_2,trans-chalcone,25,1,14.6441,14.89113118,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4417,14_1_2,trans-chalcone,25,2,14.6569,14.9041471,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4418,14_1_2,trans-chalcone,25,3,14.6642,14.91157025,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4419,14_1_2,trans-chalcone,25,4,14.6597,14.90699434,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4420,14_1_2,trans-chalcone,25,5,14.655,14.90221505,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4421,14_1_2,trans-chalcone,20,1,26.6847,27.13484394,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4422,14_1_2,trans-chalcone,20,2,26.7228,27.17358665,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4423,14_1_2,trans-chalcone,20,3,26.7109,27.16148591,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4424,14_1_2,trans-chalcone,20,4,26.6573,27.10698173,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4425,14_1_2,trans-chalcone,20,5,26.6361,27.08542411,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4426,14_1_2,cis-stilbene,70,1,0.446666,0.454200804,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
4427,14_1_2,cis-stilbene,70,2,0.444627,0.452127409,0.035557,0.974536734,0.95837,06.02.2021,1,40,Col6S-1,Agilent,Zorbax,Eclipse XDB-CN,5,80,12.5,2.1,USDQ003529-1
