index,SessionName,Compound,phi,n,k,kCorrected,tM,kRef,kTol,Date,FlowRate,Temperature,Column_Manufacturer,Column_Brand,Column_Phase,Column_ParticleSize,Column_PoreSize,Column_Length,Column_InnerDiameter,Column_SerialNumber
3491,12_1_4,Nitrocyclohexane,35,1,8.59729,10.44575095,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3492,12_1_4,Nitrocyclohexane,35,2,8.56308,10.40418563,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3493,12_1_4,Nitrocyclohexane,35,3,8.53611,10.37141694,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3494,12_1_4,Nitrocyclohexane,35,4,8.54755,10.3853166,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3495,12_1_4,Nitrocyclohexane,35,5,8.54267,10.37938737,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3496,12_1_4,Nitrocyclohexane,30,1,12.8228,15.57976703,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3497,12_1_4,Nitrocyclohexane,30,2,12.8505,15.61342267,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3498,12_1_4,Nitrocyclohexane,30,3,12.7631,15.50723123,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3499,12_1_4,Nitrocyclohexane,30,4,12.7414,15.48086562,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3500,12_1_4,Nitrocyclohexane,30,5,12.8018,15.55425192,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3501,12_1_4,Nitrocyclohexane,25,1,19.4546,23.63743766,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3502,12_1_4,Nitrocyclohexane,25,2,19.5286,23.72734804,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3503,12_1_4,Nitrocyclohexane,25,3,19.4852,23.67461682,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3504,12_1_4,Nitrocyclohexane,25,4,19.4192,23.59442648,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3505,12_1_4,Nitrocyclohexane,25,5,19.5657,23.77242473,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3506,12_1_4,Nitrocyclohexane,20,1,30.0806,36.54808155,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3507,12_1_4,Nitrocyclohexane,20,2,30.012,36.46473221,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3508,12_1_4,Nitrocyclohexane,20,3,29.9571,36.39802843,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3509,12_1_4,Nitrocyclohexane,20,4,29.9395,36.37664434,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3510,12_1_4,Nitrocyclohexane,20,5,30.0727,36.53848301,0.020335,5.357327789,4.409304878,22.01.2021,1,40,Agilent,Zorbax,SB-C18,1.8,80,5,2.1,USEDS01984-2
3511,13_1_2,p-nitrophenol,60,1,0.950924,1.154125847,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3512,13_1_2,p-nitrophenol,60,2,0.963782,1.169731458,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3513,13_1_2,p-nitrophenol,60,3,0.955371,1.159523121,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3514,13_1_2,p-nitrophenol,60,4,0.949677,1.152612377,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3515,13_1_2,p-nitrophenol,60,5,0.970024,1.177307304,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3516,13_1_2,p-nitrophenol,50,1,1.57219,1.908149458,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3517,13_1_2,p-nitrophenol,50,2,1.55836,1.891364141,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3518,13_1_2,p-nitrophenol,50,3,1.55536,1.887723075,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3519,13_1_2,p-nitrophenol,50,4,1.58773,1.927010182,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3520,13_1_2,p-nitrophenol,50,5,1.5735,1.90973939,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3521,13_1_2,p-nitrophenol,40,1,2.81151,3.412298311,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3522,13_1_2,p-nitrophenol,40,2,2.84372,3.451391229,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3523,13_1_2,p-nitrophenol,40,3,2.80921,3.409506827,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3524,13_1_2,p-nitrophenol,40,4,2.84509,3.453053982,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3525,13_1_2,p-nitrophenol,40,5,2.82135,3.424241009,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3526,13_1_2,p-nitrophenol,35,1,3.93453,4.775295153,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3527,13_1_2,p-nitrophenol,35,2,3.92865,4.768158662,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3528,13_1_2,p-nitrophenol,35,3,3.95292,4.79761489,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3529,13_1_2,p-nitrophenol,35,4,3.95477,4.799860215,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3530,13_1_2,p-nitrophenol,35,5,3.94686,4.790259936,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3531,13_1_2,p-nitrophenol,30,1,5.65668,6.865449389,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3532,13_1_2,p-nitrophenol,30,2,5.65765,6.866626667,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3533,13_1_2,p-nitrophenol,30,3,5.69387,6.910586477,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3534,13_1_2,p-nitrophenol,30,4,5.63523,6.839415763,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3535,13_1_2,p-nitrophenol,30,5,5.64332,6.849234506,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3536,13_1_2,p-nitrophenol,25,1,8.23004,9.988707703,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3537,13_1_2,p-nitrophenol,25,2,8.22135,9.978160747,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3538,13_1_2,p-nitrophenol,25,3,8.27958,10.04883385,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3539,13_1_2,p-nitrophenol,25,4,8.27102,10.03844467,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3540,13_1_2,p-nitrophenol,25,5,8.25021,10.01318781,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3541,13_1_2,p-nitrophenol,20,1,12.3569,14.99743163,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3542,13_1_2,p-nitrophenol,20,2,12.3523,14.99184866,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3543,13_1_2,p-nitrophenol,20,3,12.3397,14.97655618,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3544,13_1_2,p-nitrophenol,20,4,12.36,15.00119407,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3545,13_1_2,p-nitrophenol,20,5,12.2751,14.89815188,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3546,13_1_2,p-nitrophenol,15,1,18.6955,22.69051971,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3547,13_1_2,p-nitrophenol,15,2,18.7685,22.779119,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3548,13_1_2,p-nitrophenol,15,3,18.6584,22.64549186,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3549,13_1_2,p-nitrophenol,15,4,18.6773,22.66843058,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3550,13_1_2,p-nitrophenol,15,5,18.7524,22.75957861,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3551,13_1_2,p-nitrophenol,10,1,28.7177,34.85435201,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3552,13_1_2,p-nitrophenol,10,2,28.7635,34.90993896,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3553,13_1_2,p-nitrophenol,10,3,28.6802,34.80883868,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3554,13_1_2,p-nitrophenol,10,4,28.8032,34.9581224,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3555,13_1_2,p-nitrophenol,10,5,28.7629,34.90921074,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3556,13_1_2,acetophenone,60,1,0.741572,0.900037661,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
3557,13_1_2,acetophenone,60,2,0.73095,0.887145858,0.020336,3.734763299,3.0772,05.02.2021,1,40,Agilent,Zorbax,Bonus RP,1.8,80,5,2.1,USHZR01088-1
